종목명,현재가,전일비,등락률,NAV,3개월수익률,거래량,거래대금(백만)
RISE 미국S&P500엔화노출(합성 H),10530,50,-0.47,10622,9.98,215,2
TIGER 코리아테크액티브,10520,230,-2.14,10545,36.16,9262,97
HK S&P코리아로우볼,16610,0,0.0,16705,25.57,0,0
ACE TDF2030액티브,10400,25,-0.24,10400,6.87,5477,56
ITF K-AI반도체코어테크,12220,235,-1.89,12224,34.65,797,9
TIGER 코스피대형주,15835,220,-1.37,15859,29.34,17616,281
TIGER 이머징마켓MSCI레버리지(합성 H),9685,0,0.0,9716,35.74,469,4
PLUS 미국양자컴퓨팅TOP10,13685,385,-2.74,13764,53.44,25835,354
HANARO 글로벌금채굴기업,18660,545,3.01,18909,-5.11,12941,240
SOL 머니마켓액티브,51740,0,0.0,51742,0.63,1766,91
SOL KRX300,20485,200,-0.97,20444,30.73,15,0
PLUS S&P글로벌인프라,18480,0,0.0,18478,6.01,5221,96
KODEX 한중반도체(합성),16840,80,-0.47,16789,11.02,19,0
TIGER KRX300,20170,330,-1.61,20211,30.92,3447,69
TIMEFOLIO K신재생에너지액티브,14365,310,-2.11,14373,35.63,10432,151
KODEX 미국클린에너지나스닥,6700,30,-0.45,6711,37.77,8918,59
PLUS K리츠,6660,30,-0.45,6656,1.06,6114,40
KODEX 혁신기술테마액티브,16630,260,-1.54,16668,26.47,224,3
PLUS ESG성장주액티브,10445,185,-1.74,10459,28.68,142,1
ACE 미국부동산리츠(합성 H),82400,55,0.07,82658,4.02,63,5
KIWOOM 미국달러SOFR금리액티브(합성),12070,10,-0.08,12068,-0.98,399,4
WON 한국부동산TOP3플러스,9730,40,0.41,9734,0.98,586,5
RISE TDF2040액티브,13710,15,0.11,13677,10.89,5049,69
KODEX 미국스마트모빌리티S&P,6390,95,-1.46,6415,36.24,12509,79
KIWOOM 코스피100,31940,490,-1.51,31939,31.81,2437,78
RISE 미국양자컴퓨팅,13655,285,-2.04,13710,55.06,9718,132
TIGER 금은선물(H),14700,130,0.89,14730,0.83,16526,243
TIGER 미국달러선물레버리지,15690,35,-0.22,15700,-2.87,1498,23
WON AI ESG액티브,11765,165,-1.38,11740,32.19,2714,31
HANARO 탄소효율그린뉴딜,10430,150,-1.42,10403,30.67,451,4
TIGER 우량가치,16265,35,-0.21,16227,38.11,5884,95
KoAct 글로벌양자컴퓨팅액티브,14240,255,-1.76,14197,61.15,24746,351
RISE 주식혼합,46170,415,-0.89,46234,20.37,18,0
KODEX 멀티팩터,15380,0,0.0,15248,28.7,0,0
SOL 미국500타겟커버드콜액티브,10165,20,-0.2,10200,17.38,85489,868
KODEX 아시아AI반도체exChina액티브,18280,205,-1.11,18346,30.66,677,12
RISE 테슬라애플아마존채권혼합,15220,35,-0.23,15200,7.28,6103,92
TIGER MSCI KOREA ESG리더스,11190,190,-1.67,11232,38.59,886,9
SOL 국고채30년액티브,56550,365,0.65,56450,-4.9,712,40
KoAct 글로벌친환경전력인프라액티브,18060,435,-2.35,18054,42.93,6361,114
KODEX 모멘텀Plus,14935,35,0.23,14896,21.01,153,2
HANARO 글로벌워터MSCI(합성),14935,175,-1.16,15024,9.61,181,2
KODEX KTOP30,17910,300,-1.65,17986,24.67,19816,359
TIGER 200 생활소비재,11770,45,-0.38,11815,29.38,15586,184
TIGER 미국S&P500선물인버스(H),2745,5,0.18,2737,-16.72,156281,428
KODEX K-뉴딜디지털플러스,8055,20,-0.25,8033,17.37,3442,27
KIWOOM K-테크TOP10,12570,230,-1.8,12564,31.11,2766,34
HANARO 바이오코리아액티브,12450,80,-0.64,12484,14.12,16458,207
KODEX MSCI KOREA ESG유니버설,12427,173,-1.37,12450,32.49,86,1
BNK 미래전략기술액티브,14450,270,-1.83,14440,31.49,30,0
ACE 미국중심중소형제조업,9590,160,-1.64,9641,26.13,3674,35
TREX 200,43110,590,-1.35,43076,32.2,36,1
TIGER 미국소비트렌드액티브,8575,15,-0.17,8652,16.71,779,6
RISE 미국은행TOP10,10055,80,-0.79,10083,28.27,16736,168
KODEX 200동일가중,14170,190,-1.32,14212,33.36,499,7
SOL 글로벌탄소배출권선물ICE(합성),12105,40,-0.33,12093,6.07,5048,60
에셋플러스 글로벌다이나믹시니어액티브,16180,100,-0.61,16182,21.09,106,1
마이다스 중소형액티브,28015,145,-0.51,28034,31.87,149,4
RISE 인도디지털성장,10400,60,0.58,10450,6.87,10450,108
PLUS 코스피,32865,310,-0.93,32789,28.73,808,26
RISE 글로벌데이터센터리츠(합성),12535,25,-0.2,12606,10.66,1846,23
RISE V&S셀렉트밸류,16280,150,-0.91,16265,25.41,5,0
HANARO Fn5G산업,14790,25,0.17,14603,25.01,16,0
SOL 200 Top10,9020,120,-1.31,9037,19.38,4457,40
SOL 미국S&P500엔화노출(H),10125,15,0.15,10167,10.06,904,9
TIGER 단기선진하이일드(합성 H),13480,120,-0.88,13541,3.78,2577,34
TIGER 유로스탁스레버리지(합성 H),12430,195,-1.54,12564,19.84,1245,15
TIGER MSCI KOREA ESG유니버설,12775,0,0.0,12592,31.95,0,0
TIGER 경기방어채권혼합,10020,5,-0.05,10046,5.07,13158,132
RISE KQ고배당,13280,175,-1.3,13329,19.28,2257,30
HANARO KRX300,19805,155,-0.78,19757,30.68,52,1
ACE 일라이릴리밸류체인,9860,70,-0.7,9875,-3.03,1894,18
RISE 우량업종대표주,15770,180,-1.13,15813,32.07,477,7
TIGER 원유선물인버스(H),2620,25,0.96,2614,-11.73,43109,112
SOL 차이나육성산업액티브(합성),7665,20,0.26,7844,-1.67,6564,50
SOL 자동차소부장Fn,9185,110,-1.18,9208,14.6,6151,56
ACE 글로벌빅파마,9755,0,0.0,9764,-1.01,799,7
마이다스 일본테크액티브,23460,140,-0.59,23688,15.97,564,13
KIWOOM Fn유전자혁신기술,10095,35,-0.35,10099,9.16,879,8
RISE 미국장기국채선물(H),8380,30,0.36,8385,-0.12,4113,34
KODEX 코스닥150롱코스피200숏선물,8365,5,0.06,8344,-11.11,8656,72
KIWOOM 미국원유에너지기업,10730,310,-2.81,10863,5.0,31821,341
SOL KRX기후변화솔루션,12445,185,-1.46,12493,36.66,1406,17
KIWOOM TDF2050액티브,14890,60,-0.4,14893,12.62,742,11
KIWOOM TDF2040액티브,14700,20,-0.14,14651,11.14,642,9
RISE KRX300,20720,300,-1.43,20756,30.43,258,5
KIWOOM K-2차전지북미공급망,8040,270,-3.25,8074,33.79,4222,34
TIGER 한중전기차(합성),8480,135,1.62,8522,10.6,326,2
RISE TDF2030액티브,13095,5,-0.04,13120,7.29,1231,16
TIGER 미국나스닥넥스트100,14395,55,-0.38,14414,17.81,175,2
HANARO Fn친환경에너지,7570,175,-2.26,7603,29.71,39543,300
RISE 미국반도체인버스(합성 H),15980,35,0.22,16005,-34.38,76,1
PLUS 주도업종,13055,355,-2.65,13111,24.79,1529,20
TIGER 로우볼,17085,25,-0.15,17121,31.44,1915,32
RISE 글로벌클린에너지,7145,120,1.71,7161,17.77,4501,31
SOL 유럽탄소배출권선물S&P(H),10200,80,-0.78,10235,3.37,1105,11
PLUS 글로벌HBM반도체,20300,270,-1.31,20357,40.39,3496,71
TIGER 200커버드콜OTM,14190,160,-1.11,14214,18.18,503,7
PLUS 글로벌AI인프라,14090,105,-0.74,14177,43.76,647,9
PLUS 국채선물10년,56605,205,0.36,56546,-1.84,202,11
TIGER KRX기후변화솔루션,12530,240,-1.88,12595,37.53,3121,39
KIWOOM TDF2030액티브,13590,40,0.3,13574,6.99,41,0
TIGER KTOP30,9050,145,-1.58,9073,24.73,8711,79
KoAct AI인프라액티브,10405,235,-2.21,10380,37.65,9817,102
ACE 중국과창판STAR50,7500,10,0.13,7682,-2.09,3721,28
KODEX 코리아혁신성장액티브,13450,250,-1.82,13525,27.47,680,9
HANARO 글로벌반도체TOP10 SOLACTIVE,19215,155,-0.8,19424,44.84,2693,51
TIGER 200커뮤니케이션서비스,22150,80,-0.36,22145,19.7,499,11
ACE 싱가포르리츠,13180,55,0.42,13106,6.34,761,10
RISE 일본섹터TOP4Plus,10095,10,-0.1,10162,2.48,907,9
RISE 미국장기국채선물레버리지(합성 H),5465,30,0.55,5466,-1.18,9260,50
KODEX 국채선물10년인버스,54350,55,-0.1,54287,2.99,10,0
KIWOOM 차이나A50커넥트MSCI,9950,130,1.32,10109,7.55,1934,19
PLUS 글로벌MSCI(합성 H),21400,135,-0.63,21505,16.22,139,2
ACE Fn5G플러스,10695,270,-2.46,10728,29.52,1402,15
ACE 중국본토CSI300레버리지(합성),3190,15,0.47,3288,13.39,24582,78
PLUS 미국달러SOFR금리액티브(합성),57720,160,-0.28,57724,-0.98,3,0
SOL 한국형글로벌전기차&2차전지액티브,12540,85,0.68,12523,25.81,2703,33
KODEX 최소변동성,12515,75,-0.6,12552,26.9,22,0
KODEX 밸류Plus,10425,115,-1.09,10457,30.22,10327,108
KIWOOM 엔비디아미국30년국채혼합액티브(H),10355,70,0.68,10362,13.35,6104,62
KIWOOM 글로벌전력GRID인프라,12175,75,-0.61,12184,26.2,10781,130
KoAct 미국뇌질환치료제액티브,8690,155,-1.75,8686,3.88,1161,10
KODEX 미국30년국채울트라선물인버스(H),12140,30,-0.25,12142,0.91,1813,21
KODEX 경기소비재,10115,5,0.05,10107,26.08,3283,33
KIWOOM 의료AI,10060,95,-0.94,10122,6.68,24640,249
RISE 미국달러선물인버스,9410,40,0.43,9408,1.46,470,4
RISE 수출주,14735,200,-1.34,14757,33.38,54,0
SOL 유럽탄소배출권선물인버스ICE(H),11785,115,0.99,11811,-7.64,576,6
ACE 일본TOPIX인버스(합성 H),2265,5,-0.22,2274,-10.81,28820,65
ACE Fn성장소비주도주,7335,5,-0.07,7353,21.91,4595,33
HANARO 농업융복합산업,10520,60,-0.57,10529,19.12,2910,30
HANARO Fn K-메타버스MZ,7705,50,-0.64,7699,14.62,950,7
KODEX 한중전기차(합성),8745,0,0.0,8749,11.54,12,0
RISE 국채선물3년,55630,100,0.18,55576,-0.13,4,0
SOL 미국테크TOP10인버스(합성),6990,5,0.07,6977,-24.81,77,0
RISE 미국장기국채선물인버스(H),11175,80,-0.71,11235,1.03,128,1
RISE 글로벌농업경제,9290,70,-0.75,9318,9.03,762,7
TIGER 라틴35,4600,35,0.77,4605,5.99,8393,38
UNICORN R&D 액티브,13775,155,-1.11,13746,23.77,33,0
KODEX 콩선물(H),10985,10,0.09,10982,0.14,1437,15
ACE 필리핀MSCI(합성),13730,20,-0.15,13779,2.15,105,1
PLUS 코스닥150,13685,180,-1.3,13738,17.3,1078,14
HANARO 글로벌탄소배출권선물ICE(합성),9800,60,-0.61,9846,4.62,74,0
TIGER 코스닥글로벌,13435,215,-1.58,13484,23.42,2658,36
PLUS ESG가치주액티브,9750,95,-0.96,9724,25.49,119,1
1Q 미국배당TOP30,8915,55,-0.61,8917,2.34,7653,68
RISE 국채선물5년추종,52200,150,0.29,52151,-0.82,4,0
PLUS 심천차이넥스트(합성),10500,870,9.03,9841,16.94,1142,11
KODEX MSCI EM선물(H),9375,0,0.0,9359,16.39,123,1
KIWOOM 미국방어배당성장나스닥,14895,100,-0.67,14995,-1.14,818,12
KIWOOM 미국방어배당성장나스닥,14895,100,-0.67,14998,-1.14,818,12
KODEX 멀티에셋하이인컴(H),10120,35,-0.34,10125,4.42,257,2
PLUS 신흥국MSCI인버스(합성 H),9680,55,0.57,9636,-14.25,2,0
TIGER 200 경기소비재,17650,240,-1.34,17677,20.54,2155,38
HANARO Fn골프테마,8675,90,-1.03,8656,50.01,1604,13
ACE 글로벌메타버스테크액티브,15805,85,-0.53,15915,42.45,2003,31
RISE 글로벌비만산업TOP2+,8600,70,-0.81,8641,-0.23,2511,21
KODEX 퀄리티Plus,9445,40,-0.42,9445,14.13,9,0
BNK 2차전지양극재,4700,100,-2.08,4684,15.25,25931,123
HANARO 반도체핵심공정주도주,6210,155,-2.44,6191,7.97,13336,83
BNK 온디바이스AI,8390,165,-1.93,8397,22.92,2998,25
TIMEFOLIO 글로벌안티에이징바이오액티브,8355,115,-1.36,8313,2.36,10822,90
TIGER 코스피중형주,18045,235,-1.29,18130,29.52,433,7
RISE 팔라듐선물(H),6385,40,-0.62,6444,33.71,8794,56
PLUS 글로벌희토류&전략자원생산기업,4960,135,-2.65,4979,36.41,79860,398
HANARO KAP초장기국고채,40965,155,0.38,40980,-3.94,27,1
TIGER 의료기기,17340,100,-0.57,17378,14.44,6693,117
TIGER 200에너지화학레버리지,5730,30,-0.52,5723,96.59,27220,157
KIWOOM 200선물인버스2X,1340,29,2.21,1340,-43.49,99122,131
FOCUS KRX300,20695,355,-1.69,20744,30.76,156,3
KIWOOM 차이나내수소비TOP CSI,9100,30,0.33,9148,0.0,2777,25
SOL 차이나태양광CSI(합성),4035,80,2.02,4060,12.04,8176,32
SOL 차이나강소기업CSI500(합성 H),5025,30,0.6,5055,12.0,264,1
HANARO 200선물레버리지1.5X,16550,475,-2.79,16708,51.74,178,3
PLUS 200선물인버스2X,2730,70,2.63,2726,-43.52,36080,98
HANARO 코스닥150선물레버리지1.5X,13170,320,-2.37,13256,26.61,329,4
KoAct 테크핵심소재공급망액티브,7090,125,-1.73,7123,17.89,9382,67
PLUS 중형주저변동50,15590,100,-0.64,15665,28.49,65,1
RISE 차이나H선물인버스(H),7750,15,-0.19,7750,-12.95,120,0
KCGI 테크미디어텔레콤액티브,9540,115,-1.19,9582,20.76,901,8
UNICORN 포스트IPO액티브,8465,30,0.36,8530,29.77,754,6
RISE 200선물인버스,4515,65,1.46,4508,-24.38,6495,29
PLUS 스마트베타Quality채권혼합,11885,20,-0.17,11871,8.66,1158,13
KODEX 골드선물인버스(H),4440,10,-0.22,4437,-0.22,8677,38
KIWOOM 코스닥150선물인버스,6100,80,1.33,6096,-14.85,36161,220
KIWOOM 미국블록버스터바이오테크의약품+,9145,60,-0.65,9139,2.65,2616,23
TIGER 코스닥150IT,13305,320,-2.35,13321,16.75,4207,56
KIWOOM 미국ETF산업STOXX,15510,165,-1.05,15562,14.21,27,0
TIGER 200 산업재,9690,205,-2.07,9739,23.58,11765,114
KIWOOM K-반도체북미공급망,8785,260,-2.87,8830,22.64,1339,11
PLUS TDF2050액티브,14745,15,0.1,14705,12.92,964,14
TIGER 방송통신,8620,65,0.76,8597,15.05,12611,108
HANARO 200선물인버스,8155,105,1.3,8147,-24.2,744,6
PLUS TDF2040액티브,13240,90,0.68,13230,5.79,361,4
KIWOOM 200선물인버스,4560,70,1.56,4550,-24.41,8331,37
HANARO 코스닥150선물레버리지,9080,240,-2.58,9071,35.37,3716,34
KIWOOM 코스닥150선물레버리지,4500,135,-2.91,4503,34.74,41985,191
KCGI 스마트커머스액티브,10050,80,-0.79,10095,18.13,86,0
TIGER 금속선물(H),5985,50,0.84,5983,8.2,3353,20
ACE 미국빅테크TOP7 Plus인버스(합성),9120,5,-0.05,9053,-25.2,14119,128
TIGER 200동일가중,14950,130,-0.86,14989,33.64,32,0
UNICORN 생성형AI강소기업액티브,8825,190,-2.11,8805,26.62,2218,19
ACE 인버스,4395,70,1.62,4390,-24.39,16716,73
RISE 팔라듐선물인버스(H),4285,10,0.23,4274,-26.55,717,3
RISE 코스닥150선물인버스,3440,55,1.62,3435,-15.27,3377,11
TIGER BBIG레버리지,2365,55,-2.27,2372,47.02,3577,8
PLUS 코스닥150선물인버스,5195,90,1.76,5206,-15.97,1618,8
